"state","district","party","gender","nameid","icpsr.id","missingVotes","idealPoint","lo","up","label","indx","firstnm","lastnm"
"NC","10","R","M","M001156","20522",9,0.915518872841716,0.793876334985624,1.03031494555251,"McHenry (R NC-10)",341,"Patrick","McHenry"
"TX","8","R","M","B000755","29760",41,0.916795616872922,0.786594722507102,1.03243471364133,"Brady (R TX-8)",342,"Kevin","Brady"
"AR","4","R","M","W000821","",7,0.917112144827669,0.79921919067088,1.03595771478341,"Westerman (R AR-4)",343,"Bruce","Westerman"
"ID","1","R","M","L000573","21125",26,0.919068412678203,0.798897725421189,1.02950059122309,"Labrador (R ID-1)",344,"Raul","Labrador"
"IN","4","R","M","R000592","21131",20,0.920772826303641,0.803581297416978,1.03596106715513,"Rokita (R IN-4)",345,"Todd","Rokita"
"MI","7","R","M","W000798","20725",12,0.925202547205513,0.803379912242583,1.0449336696356,"Walberg (R MI-7)",346,"Tim","Walberg"
"VA","1","R","M","W000804","20756",12,0.92646490335158,0.810538837186842,1.04549290847031,"Wittman (R VA-1)",347,"Robert","Wittman"
"GA","1","R","M","C001103","",8,0.93005997802301,0.813487215901728,1.05900570449269,"Carter (R GA-1)",348,"Buddy","Carter"
"SC","5","R","M","M001182","21176",33,0.933251562457426,0.823437940806517,1.05740530342385,"Mulvaney (R SC-5)",349,"Mick","Mulvaney"
"TX","31","R","M","C001051","20356",76,0.93402881585195,0.813067591022386,1.05946704418737,"Carter (R TX-31)",350,"John","Carter"
"FL","8","R","M","P000599","20909",11,0.939308806224993,0.807368108735084,1.05517124713729,"Posey (R FL-8)",351,"Bill","Posey"
"FL","19","R","M","C001102","",67,0.942025209233962,0.819786289395132,1.06806342067517,"Clawson (R FL-19)",352,"Curt","Clawson"
"FL","3","R","M","Y000065","21317",16,0.943779975709884,0.828350169908975,1.07043986204125,"Yoho (R FL-3)",353,"Ted","Yoho"
"VA","4","R","M","F000445","20143",20,0.945470524258887,0.825187878601491,1.07199160067401,"Forbes (R VA-4)",354,"J.","Forbes"
"PA","12","R","M","R000598","21357",8,0.947868046483746,0.821838924523896,1.06473176839247,"Rothfus (R PA-12)",355,"Keith","Rothfus"
"AZ","5","R","M","S000018","29500",9,0.948979597259934,0.829292171407319,1.06891479277275,"Salmon (R AZ-5)",356,"Matt","Salmon"
"NC","5","R","F","F000450","20521",6,0.958241957514946,0.838053196173091,1.08008694826773,"Foxx (R NC-5)",357,"Virginia","Foxx"
"TX","10","R","M","M001157","20530",5,0.960732164614107,0.841385060387745,1.08878997842211,"McCaul (R TX-10)",358,"Michael","McCaul"
"TN","3","R","M","F000459","21178",15,0.964666405477964,0.840970431771613,1.09576730510764,"Fleischmann (R TN-3)",359,"Chuck","Fleischmann"
"TX","27","R","M","F000460","21184",13,0.968116282060023,0.841356377133581,1.08878691397597,"Farenthold (R TX-27)",360,"Blake","Farenthold"
"LA","1","R","M","S001176","20759",13,0.97164586536369,0.850136909519042,1.09814295989467,"Scalise (R LA-1)",361,"Steve","Scalise"
"KY","2","R","M","G000558","20916",8,0.972182157829119,0.840654874276273,1.09224612813768,"Guthrie (R KY-2)",362,"Brett","Guthrie"
"FL","12","R","M","B001257","20758",12,0.982742464290047,0.85382168989607,1.10615789516022,"Bilirakis (R FL-12)",363,"Gus","Bilirakis"
"UT","1","R","M","B001250","20357",37,0.983074753548363,0.859965815785093,1.11619635346987,"Bishop (R UT-1)",364,"Rob","Bishop"
"NC","11","R","M","M001187","21348",18,0.997741206122155,0.869770477245513,1.13695223562897,"Meadows (R NC-11)",365,"Mark","Meadows"
"NJ","5","R","M","G000548","20336",16,0.997858926307685,0.872561348827603,1.13297674508649,"Garrett (R NJ-5)",366,"Scott","Garrett"
"KS","3","R","M","Y000063","21135",22,0.998618695120424,0.877335418572776,1.1297936608253,"Yoder (R KS-3)",367,"Kevin","Yoder"
"OK","1","R","M","B001283","21354",15,0.998960241068567,0.879506988588903,1.13334537333128,"Bridenstine (R OK-1)",368,"Jim","Bridenstine"
"PA","4","R","M","P000605","21356",12,1.00266393631559,0.876891806247628,1.13019586860112,"Perry (R PA-4)",369,"Scott","Perry"
"AZ","6","R","M","S001183","21105",10,1.00340850801013,0.87619548235517,1.13165083096666,"Schweikert (R AZ-6)",370,"David","Schweikert"
"WY","1","R","F","L000571","20953",30,1.00552494820436,0.883225996880704,1.14367434915399,"Lummis (R WY-1)",371,"Cynthia","Lummis"
"UT","2","R","M","S001192","21367",37,1.00553407650734,0.880800615839531,1.15376269716251,"Stewart (R UT-2)",372,"Chris","Stewart"
"VA","6","R","M","G000289","39308",7,1.00561795521442,0.876255743735746,1.13355443227926,"Goodlatte (R VA-6)",373,"Robert","Goodlatte"
"KS","2","R","F","J000290","20915",9,1.00580921488793,0.878549816696402,1.13756711127332,"Jenkins (R KS-2)",374,"Lynn","Jenkins"
"TX","14","R","M","W000814","21360",7,1.01160863684031,0.881296380117671,1.13555070333077,"Weber (R TX-14)",375,"Randy","Weber"
"GA","7","R","M","W000810","21122",20,1.0138517545816,0.878287269794867,1.14556520665832,"Woodall (R GA-7)",376,"Rob","Woodall"
"CO","4","R","M","B001297","",64,1.01787123057327,0.875353998234227,1.15517719178771,"Buck (R CO-4)",377,"Ken","Buck"
"KS","1","R","M","H001057","21134",14,1.01916498961477,0.897595804922073,1.15303646530975,"Huelskamp (R KS-1)",378,"Tim","Huelskamp"
"NC","9","R","M","P000606","21347",19,1.02300984753151,0.88442933307913,1.15526483699294,"Pittenger (R NC-9)",379,"Robert","Pittenger"
"IA","4","R","M","K000362","20325",43,1.02440987770902,0.903117261965279,1.15744242126611,"King (R IA-4)",380,"Steve","King"
"IN","6","R","M","M001189","21332",11,1.02546567770158,0.89689107779034,1.16603274229648,"Messer (R IN-6)",381,"Luke","Messer"
"WI","7","R","M","D000614","21189",17,1.02639362467159,0.88930446742821,1.14529752927632,"Duffy (R WI-7)",382,"Sean","Duffy"
"OH","5","R","M","L000566","20755",5,1.03652374585626,0.90126267017461,1.17454311057215,"Latta (R OH-5)",383,"Robert","Latta"
"VA","5","R","M","H001060","21186",26,1.04515602244387,0.921065852639554,1.19269596811562,"Hurt (R VA-5)",384,"Robert","Hurt"
"NE","3","R","M","S001172","20729",11,1.04859497729862,0.903590370384353,1.18394077145778,"Smith (R NE-3)",385,"Adrian","Smith"
"CA","1","R","M","L000578","21302",16,1.04999004447467,0.904255957064653,1.1788961167232,"LaMalfa (R CA-1)",386,"Doug","LaMalfa"
"TX","1","R","M","G000552","20527",53,1.06135156867465,0.910927527467978,1.1996428874929,"Gohmert (R TX-1)",387,"Louie","Gohmert"
"TX","26","R","M","B001248","20355",7,1.0772710796571,0.923176183627059,1.21509565237417,"Burgess (R TX-26)",388,"Michael","Burgess"
"GA","3","R","M","W000796","20506",39,1.09372502604226,0.945104081690406,1.23249981374252,"Westmoreland (R GA-3)",389,"Lynn","Westmoreland"
"UT","3","R","M","C001076","20949",35,1.09387560377587,0.95187808175515,1.23767678520864,"Chaffetz (R UT-3)",390,"Jason","Chaffetz"
"TN","1","R","M","R000582","20947",113,1.10101915528925,0.946748433437758,1.25797802679845,"Roe (R TN-1)",391,"Phil","Roe"
"NC","7","R","M","R000603","",7,1.10330168876263,0.952074253181241,1.24842382575144,"Rouzer (R NC-7)",392,"David","Rouzer"
"UT","4","R","F","L000584","",13,1.10925580781563,0.970407766093554,1.25726896325676,"Love (R UT-4)",393,"Mia","Love"
"TX","21","R","M","S000583","15445",18,1.11098668192364,0.969860067113354,1.25982915497116,"Smith (R TX-21)",394,"Lamar","Smith"
"SC","3","R","M","D000615","21174",29,1.11126644104898,0.96402143706578,1.25257126155954,"Duncan (R SC-3)",395,"Jeffrey","Duncan"
"MD","1","R","M","H001052","21139",15,1.11648565435917,0.967330433111847,1.2641912561614,"Harris (R MD-1)",396,"Andy","Harris"
"AZ","4","R","M","G000565","21103",46,1.12625033673044,0.972508616949385,1.27292087675504,"Gosar (R AZ-4)",397,"Paul","Gosar"
"TX","24","R","M","M001158","20532",48,1.14773595040951,0.997893233968428,1.31624237916558,"Marchant (R TX-24)",398,"Kenny","Marchant"
"NC","6","R","M","W000819","",9,1.14871314852806,1.00279329428351,1.31039828263473,"Walker (R NC-6)",399,"Mark","Walker"
"CA","4","R","M","M001177","20903",11,1.14984376991805,0.998619184705103,1.31298307737967,"McClintock (R CA-4)",400,"Tom","McClintock"
"GA","6","R","M","P000591","20505",27,1.15130590848266,0.989747221446518,1.29847000285909,"Price (R GA-6)",401,"Tom","Price"
"GA","12","R","M","A000372","",7,1.15163154604833,0.997946753240908,1.315333794835,"Allen (R GA-12)",402,"Rick","Allen"
"TX","32","R","M","S000250","29759",14,1.15923704228825,1.0075857801147,1.32828021907876,"Sessions (R TX-32)",403,"Pete","Sessions"
"LA","4","R","M","F000456","20918",14,1.16107977123032,0.995639962538869,1.31779652943448,"Fleming (R LA-4)",404,"John","Fleming"
"OH","2","R","M","W000815","21351",8,1.16255799555709,0.998652149405473,1.31547388179706,"Wenstrup (R OH-2)",405,"Brad","Wenstrup"
"GA","8","R","M","S001189","21123",23,1.16559295613306,1.01688993425274,1.33436407174666,"Scott (R GA-8)",406,"Austin","Scott"
"TX","11","R","M","C001062","20531",5,1.16678858196668,1.00322024646745,1.32857544013152,"Conaway (R TX-11)",407,"K.","Conaway"
"MO","8","R","M","S001195","21373",15,1.17048997327985,1.00504796570165,1.33130299723917,"Smith (R MO-8)",408,"Jason","Smith"
"TN","6","R","F","B001273","21180",20,1.17844051187775,1.02214359403158,1.35339008139173,"Black (R TN-6)",409,"Diane","Black"
"TX","22","R","M","O000168","20948",22,1.17921910688596,1.03140737570488,1.35217020220967,"Olson (R TX-22)",410,"Pete","Olson"
"GA","11","R","M","L000583","",22,1.1850836353709,1.02364443238178,1.36798593808416,"Loudermilk (R GA-11)",411,"Barry","Loudermilk"
"TX","25","R","M","W000816","21364",62,1.20267854560475,1.03430670012694,1.39539486496885,"Williams (R TX-25)",412,"Roger","Williams"
"AZ","8","R","M","F000448","20304",22,1.20503685481374,1.04285303078261,1.36690263664081,"Franks (R AZ-8)",413,"Trent","Franks"
"MI","2","R","M","H001058","21142",11,1.21328504066557,1.05094992205341,1.39058839948684,"Huizenga (R MI-2)",414,"Bill","Huizenga"
"SC","4","R","M","G000566","21175",51,1.22923168116348,1.05907713517489,1.41232764223111,"Gowdy (R SC-4)",415,"Trey","Gowdy"
"OH","4","R","M","J000289","20738",14,1.23402293950395,1.04510892696397,1.41072326736967,"Jordan (R OH-4)",416,"Jim","Jordan"
"CO","5","R","M","L000564","20704",24,1.23538008292767,1.05121495175692,1.42367031418593,"Lamborn (R CO-5)",417,"Doug","Lamborn"
"TX","17","R","M","F000461","21182",13,1.23744619876131,1.06249263653542,1.41439815593908,"Flores (R TX-17)",418,"Bill","Flores"
"GA","14","R","M","G000560","20962",21,1.24785880315119,1.08153960835668,1.44496146867389,"Graves (R GA-14)",419,"Tom","Graves"
"FL","1","R","M","M001144","20110",35,1.25551176492903,1.06505983510332,1.43146607141715,"Miller (R FL-1)",420,"Jeff","Miller"
"FL","6","R","M","D000621","21318",21,1.25711106601116,1.07019745977445,1.44585963789934,"DeSantis (R FL-6)",421,"Ron","DeSantis"
"TN","4","R","M","D000616","21179",25,1.26530759646518,1.08285829955292,1.45595013747832,"DesJarlais (R TN-4)",422,"Scott","DesJarlais"
"OH","1","R","M","C000266","29550",5,1.27448808327988,1.07459807785559,1.47233499037194,"Chabot (R OH-1)",423,"Steven","Chabot"
"KS","4","R","M","P000602","21136",18,1.28016003797722,1.0949121415603,1.4793813335251,"Pompeo (R KS-4)",424,"Mike","Pompeo"
"GA","9","R","M","C001093","21323",16,1.29504579391893,1.09650641521835,1.49153564681119,"Collins (R GA-9)",425,"Doug","Collins"
"NC","13","R","M","H001065","21349",9,1.29663940769439,1.1086555847319,1.49337575992231,"Holding (R NC-13)",426,"George","Holding"
"VA","7","R","M","B001290","",14,1.29796888745569,1.10958287694618,1.4925901877983,"Brat (R VA-7)",427,"David","Brat"
"IN","3","R","M","S001188","21100",21,1.30365208133086,1.10232309287074,1.49514645862943,"Stutzman (R IN-3)",428,"Marlin","Stutzman"
"NC","8","R","M","H001067","21346",65,1.31606787754211,1.12616861902196,1.52514429889213,"Hudson (R NC-8)",429,"Richard","Hudson"
"TN","7","R","F","B001243","20351",21,1.34915507480094,1.14275975374048,1.55713422514635,"Blackburn (R TN-7)",430,"Marsha","Blackburn"
"TX","3","R","M","J000174","29143",47,1.37173880906936,1.16020183178338,1.60222814487802,"Johnson (R TX-3)",431,"Sam","Johnson"
"GA","10","R","M","H001071","",13,1.38306746719243,1.15809725998259,1.59406644495647,"Hice (R GA-10)",432,"Jody","Hice"
"TX","36","R","M","B001291","",11,1.39170173267007,1.17003385349771,1.60813114754883,"Babin (R TX-36)",433,"Brian","Babin"
"TX","5","R","M","H001036","20352",5,1.39301039808953,1.18244651732824,1.63414980258425,"Hensarling (R TX-5)",434,"Jeb","Hensarling"
"AL","6","R","M","P000609","",6,1.43518174035297,1.19249363859225,1.65946871324948,"Palmer (R AL-6)",435,"Gary","Palmer"
"TX","19","R","M","N000182","20353",12,1.48776093173965,1.25309012436558,1.74853433174207,"Neugebauer (R TX-19)",436,"Randy","Neugebauer"
"TX","4","R","M","R000601","",7,1.67032071335566,1.39936012280402,2.00554730417592,"Ratcliffe (R TX-4)",437,"John","Ratcliffe"
